gx,gy,gz,ax,ay,az
4.4,-0.9,292.9,1.6,3,-2.4
5.4,-0.5,294.6,-0.6,-5,2.6
5.4,-0.6,296,-0.4,-0.8,-2
5.6,-0.3,295.8,2,-2.6,-5.8
5.7,-0.5,292.4,-3.6,-0.2,-7.4
5.9,1.1,287.4,3.4,1.6,3
5.6,1.7,282.6,-0.2,1.4,-8.4
5.4,2,280.2,-0.8,-0.2,-3.6
5.1,1.6,279.6,-0.8,-5.8,1.4
4.3,1,281.8,0.2,-5.4,0.2
4.1,0.5,287.5,-3,2.2,-13.4
3.9,-0.1,289.4,-0.2,3.4,-2.8
3.3,-0.2,290.1,1.4,0.6,8.2
5.2,-0.1,288,-0.6,0.4,-7
5.4,0.3,287.2,-0.4,0.4,7
4.9,0.1,288.6,0.6,-2,3.4
6.7,0,289.7,-2.8,-0.4,6.4
6.7,-0.2,287.6,2.6,4.4,-2.8
7.2,0.2,285.8,-6.8,-7.2,15.4
7.1,1.3,287.2,-2.8,1.4,-10.4
7,0.5,291.1,-2.8,-3.6,-3.2
7.6,-0.3,292.5,1.2,3.6,4.8
7.7,-0.4,294.3,0,7,5.6
7.9,-0.6,294.9,2.6,0.6,-5.2
8.6,-0.3,294.9,1,8.4,-10.6
10.5,-0.3,294.5,0.6,-1.2,-0.4
10,-0.2,294.4,-4.4,-8,-1.4
10.1,0.4,295.4,-3.8,-13.4,7.4
11.7,-0.2,298.3,-0.4,9.6,-7.4
10.8,0.1,298.6,6.4,-1.4,34.4
11.5,0.7,296.6,0.4,-9,-27
13.1,2,293.9,1.8,-7.6,19.8
13.4,2.2,294.7,1.2,-3.2,-10.6
10.5,2.2,294.5,-1.2,-10.2,10
10.8,1.8,294.5,-1.8,-2.4,-17.2
10.5,1.9,294.6,3.4,2.4,-20.6
9.7,1.3,294.5,3.6,0.4,18.8
11.2,2.5,293.8,-7.6,-5.6,16.6
10,3.2,292.9,-1.4,-6,-3.6
11.8,2.5,292.9,2.8,12.6,-10.2
13.9,2.2,293,-2.4,0.8,24.6
14,2,293.6,-1,0.8,-4.6
14.3,1.4,295.7,-0.6,17.4,-8
15.8,1.1,296.6,0,8,-2.8
16.2,0.8,296.9,4.4,-1.2,-11.2
13.6,1.8,295,1.8,1.8,5
14,1.9,295.5,-2.2,-0.2,-14.6
14.2,1.9,295.1,4.2,2.4,8.8
14.6,2.3,294.9,-2.6,-2.6,-14.2
13.9,1.6,295.5,0.2,0.8,4.8
13.3,2.4,293.3,2.2,-4.8,3.8
13.3,2.8,289.9,1.8,0.2,-15.8
13.2,1.9,289.5,0.8,0.2,2.2
12.8,1.4,292.5,1.2,7.6,-16
15.8,-0.4,294.8,2.8,-15.2,-22.4
15.1,1.5,296.8,-5.4,2.2,-16.6
14.6,1.7,297.9,-4.8,-6,-17.8
10.1,2,299.5,0.4,-11.4,33
13.8,2.5,301.5,-1.2,6.2,-3
13.7,2.9,300.1,7.2,-3.8,-4.6
11.9,3.9,295.1,2.8,-7.4,-0.2
9.4,4.4,289.8,0.2,6.6,1
12.3,5.4,284.6,-3.2,-12,-0.6
15.6,4.3,281.7,12.2,35.8,-63.6
16.4,1.8,281.8,0.6,5.6,55.2
15,-0.5,284.3,-9,6.2,-39.8
9.1,-1.7,286.5,7,34.8,73.6
14.5,0,286.7,-10.4,-13.2,-52.8
9.6,-1,287.7,-3.4,-22,-16
9.2,-1,288,-0.6,3,-6.8
9.8,-0.9,287.5,1,8.8,12.8
8.3,-0.1,286.4,5.4,15.4,20.8
7.4,-0.2,287.4,-1.4,21.8,-9.2
11.2,-0.4,288.5,-1.8,-15.6,36.4
11.3,-2.8,289.7,-5,2.8,0.6
9,-1.7,290.7,0.4,-4,33.4
10.9,-0.7,291.9,-2.2,13.6,-27.2
9.9,-0.7,292.8,-6.8,1.8,36.2
11,0.5,292.8,-1,-6.2,-21.2
12.5,1.7,291.7,4,-15.8,28
10,1,290.9,-2.2,-21.6,22.8
7,1.9,290.2,1.2,-16.4,57
10.3,2.1,291,-8.4,-4,10
12.9,-0.5,291.6,-8.4,8.2,-29
10.4,-0.6,293.2,-7.4,-12.6,-26.4
8.2,-0.8,293.8,2.8,-11.2,25.2
10,0.3,292.7,1.4,6.8,5.4
9.1,1.4,292.5,-1.4,24.8,31.8
12.3,0.2,291.9,3.8,-12.8,5
8.5,0.2,291.3,4.2,-0.4,30.4
10.8,0.3,290.7,-2.2,-20.6,30
6.1,0.7,290.6,-1.8,0.2,81
8.7,0.4,290.3,-4.6,1,-63.4
2.2,-2.8,291.5,10.2,5.2,23.2
6,-1.3,293.6,-4.4,6,13.2
6.3,-1.3,294.1,-4.8,-15,-29.2
11.7,-1.2,295.1,-11.6,-17.4,-119
3.9,-0.2,296.6,-0.2,-22.6,89.2
7.8,-1.4,297,5.4,-5.4,-18.6
7.4,0,295.6,-4,9.2,-26.4
8.4,1.3,295.2,-2.6,-17.6,18.4
4.5,-0.7,295,-1,-11.4,0.6
8.3,1.4,294.7,-8,1.4,-46.6
8.8,0.9,294.4,8.2,1,23.8
11.1,1.9,294.5,2,-9.8,-10.8
9.6,0.1,295,-2.6,-9.8,6
6.2,1.4,295.7,-3.8,-2,4.2
5.9,1.4,295.2,1.8,-10.2,12.4
11.1,2.5,294.1,5,-14.4,-45.4
3.6,4.2,293.6,10.2,5.2,81.2
8.1,2.9,292.1,8,6.6,45
4,3.1,291,-2.8,-6.8,92.4
7.9,2.6,290.6,2.8,2.6,-46
6.7,2.1,290.5,13,-3.8,43.6
8.1,1.3,290.2,-5.8,17.6,-35.8
7,1.6,290.8,0,-12.2,-5
8.3,1.1,290.7,0.2,-10.8,17.8
8.4,0.7,292.4,1.4,-6.8,0.8
6.6,-0.5,294.2,3.2,6.2,-3.6
7.1,0.9,294.6,-4,1,-6.8
6.6,1.3,294.6,3.8,-14.8,11.8
5.9,0.9,294.5,3.6,-6.6,14.2
5.2,0.9,291.8,-0.6,-10.2,30
6.3,1.6,289,-1,3.2,-23.8
7,2,288.6,-3,-7.4,-2
7.2,1.9,289,-9.4,-18.6,-5.4
5.1,0.9,289.3,-3,5.6,13.8
10.9,-1.3,289.9,-8.4,9.4,-105.8
-2.1,-2.2,290.5,-4.6,-47.2,-33.8
5.7,-2.6,292.6,-4.4,14.6,-85.6
1.6,-4.4,294.8,5.6,-6.8,-53.2
2.9,-3.5,296.4,3.8,2.6,14
5.6,-2.2,296.6,5,3.6,-17.6
5,-0.2,295.5,1.2,12.8,7.8
8.1,0.2,293.8,-2.2,13.4,4.4
7.4,0.5,292.6,-5.6,-3.6,19.4
7.1,1.4,291.6,-1.6,16,-26.8
8.6,1.9,290.3,-1.2,-16.6,12.4
8,0.8,289.7,-1.2,8.4,-4.2
6.4,-0.3,289.6,1.6,-3.8,-16.8
7,0,289.3,-5.2,-0.2,-1.2
7.1,-0.5,289.3,-0.6,8,-7.2
6.8,-0.4,291,-1.4,-11,30.2
6.8,0.1,291.6,5.2,20.8,7.2
9.6,-0.9,293.7,-1.4,16.4,-31
4.7,-0.7,294.2,0,-6.4,13.8
6.1,-0.2,292.6,0.2,-0.2,-23.2
8.4,-0.1,291.3,1.2,-31,19.8
9.2,0.6,291.8,-6.2,10.8,-52.2
8.2,0.8,292.7,1.4,-24.6,2.6
4.1,-0.4,293.9,-0.8,-1.6,14.2
4.9,0,295.8,4.6,0,-1.4
6.2,1.3,294.3,-1.2,-8.2,-8.4
5.8,1.5,292.9,2.4,-3.6,-7
5.7,1.6,291.5,-0.4,-5.8,-7.2
5.3,0.9,291.1,-0.2,9.2,6
7.6,-0.3,291.1,2.4,2.4,1
6.9,-1.2,290.9,-0.4,5.4,13.4
4.5,-1.5,291.4,-3.4,6.6,-6
4.9,-1.5,292.6,-1.8,-1.2,-16
4.9,-1.4,293.3,0.8,-9,11
7.5,-0.5,293.8,1.6,-1.6,-10.4
7.7,-0.8,295,0,-4.6,15.2
7.9,-0.1,294.8,3.4,9.4,1.2
6.4,0.1,294.5,-0.2,-3,10.8
5.9,1.6,293.9,-6.8,-5.2,-12.6
7.6,2.8,293.4,-0.6,0.6,-3.8
3,2.1,293.2,7,-2.8,6.8
6.3,3.2,291.6,-4.2,5.4,-59.2
5.9,2.5,290.6,1.4,17,-36.6
2.9,1,289.8,7.8,-6.6,60.8
8.4,1.7,290.4,7.6,-3.2,53.4
3.7,-0.6,289.6,9.2,-3,54
6.4,-1.1,290.6,-4.4,8.6,1.4
5.5,-2,291.8,2.8,-7.6,2.2
6.1,-2.4,292.6,-2,-1.8,4.6
8.2,-2,293.3,-0.8,9.8,-0.2
9,-0.7,293.5,-5,2.8,-23.6
8.9,0.3,293.6,-2.6,11,17.8
10.5,1.1,294.1,-0.6,-4,-9
9.3,2,294,-1.2,2.4,24
8.4,1.9,294.1,2.4,3.2,46
10.6,3.5,294.9,4.4,-19.6,-4.4
7.6,3.4,294.8,13.4,-19.8,-2.8
7.6,1.8,293.1,5,-6.8,17.4
9.9,0.5,292.1,-3.4,18,-1.8
5.8,1,291.1,-8,12.4,-30.4
9.3,2,290.2,1.2,38.6,-21.8
2.5,-0.8,290.6,-4.8,-36.4,35.4
5,-0.1,289.8,8.4,37.6,-41.6
3.3,0.1,290.3,-0.8,-5.4,-43.4
1.4,0.3,290.9,-5.4,-4.2,-24.4
-3.2,-1.1,290.8,-7.8,-16.2,23.8
-4.4,0.6,290.9,7.6,-9,62
-2.7,-0.9,291,-1,-8,73.4
-3.4,-1.5,290.2,-2.4,-13.4,-13.6
-0.2,-0.9,290.6,3.2,15,28
-0.8,-4.2,292.1,2,70,2.4
-5.1,-3.2,293.1,5,-12,52.8
3.4,-1.1,294.4,12,71.4,35.8
-2.5,-1,294.6,12.6,14.2,-3.8
2.8,-0.5,293.6,6.6,-5.8,60.8
2.2,-1.3,293.7,2.6,-4.6,-6
5,0,294.3,0,-9,49.6
3.8,0.2,294.2,-2.6,-5.4,-39.8
5.6,-0.5,295,4.8,3.8,27.2
3.8,-0.5,295.4,-3.4,-28.2,-24.8
2.8,-0.4,295.7,0.4,22.6,-35.6
1.7,0.6,297.4,0.4,0.8,-59
3.3,1,297.2,-1,-2.4,45.4
4.3,2.6,296.3,3.4,11.8,7.8
4.6,3.8,296,-1,3,-12.4
5.6,4,295,1.2,11.6,-32
5.7,3,294.1,4.6,10,16.6
5.6,2.7,293.4,-1.8,-0.8,10.8
7.4,3.8,293.2,-4.6,9.6,0.6
10.3,1.8,293.7,-4.4,5,-17.6
10.1,2.8,294.1,6.6,4.2,52.2
10.6,0.7,295,10,-18.4,-14
8.8,0.6,295.9,-5.6,-4.4,7
6.8,2.4,295.7,-2.2,9.8,15.2
8.7,4.2,295.5,2.2,0.4,-1
8.1,3.7,294.5,3.8,-0.4,5.2
9.2,4.1,293.1,-2,2.4,-11.8
7.8,2.7,292.4,4.2,7.8,11.2
7.4,2.2,292.1,3,-3,-0.8
7.7,2.4,291.6,-1.6,-3,-4.8
7.2,1.8,291.1,-1,-5.2,-6.6
11.9,2.4,290.6,-4.6,13,-57
8,1.7,291.3,-1.6,-2.6,22
7.2,2,292,0.4,24.6,18.2
7.9,0.8,291.4,1.8,-14.4,-39.4
8.5,1.9,290.7,3.4,-6.8,61.8
8,0.9,290.6,3.2,-1.6,118.8
5.9,1,290.7,-1.2,-15.6,-79
7.1,1.1,290.9,-2.2,-3,-101
1.9,2.7,290.2,-3.6,-7.6,102.4
3.9,1.9,289.8,-3.8,6.2,-35.6
2.8,0.3,290.1,-0.6,-2,17.4
3.9,0,290.1,0.4,19.6,13.8
4.9,-1.6,290.4,-6,-6.6,1.2
6.4,-4.3,290.6,-4.2,-55.6,-28.8
14.8,-2,291,-6.4,-18.6,-42.4
4,-1.6,291.1,-0.4,-28.4,13.6
7.3,0.7,291.2,-2,-1.4,-7
7.3,-0.3,291.9,-2.2,-8.6,-25.6
11,0.5,293.3,1,14.2,5.6
15.3,-1,295,-0.6,22,-37.6
9.8,-1.3,295.8,2.2,2.6,-20
7.5,-1.9,297,2.2,22.6,-16.2
10.3,0.2,297.1,-4,-9,-25.8
5.9,1.3,298.3,-2,8.4,14.4
6,2.6,298.7,-1.8,-0.2,1.4
7.7,3.1,298.4,-3.6,-10.4,-5
8.2,5.8,299,2.2,10.8,-16.2
7,5.7,298.3,-2.6,-11.8,-38.6
4.1,6,297.1,-3.2,-12,-48.6
9.1,6.2,295.6,19.4,45.4,-54.8
12.5,3.1,291.6,7.6,-27.8,18.4
10.3,3.6,291.4,9.2,-37,132
14,3.1,290.4,-2.4,-12.4,-76
10.6,1.9,290.4,-6.4,-3.6,18
13.2,1.1,290.2,-2,-8.4,-36.8
7.6,0.7,290.7,2,-18.2,14.6
9.2,-0.8,290.2,-5.2,-6.2,6.6
14.4,-2.3,290.8,-6,-51.2,37.8
8.4,-2.4,291.4,-8.6,-21.6,46.6
8.9,-2,292,0,-4.6,29.4
11.2,-1.5,292.6,3.6,8.2,9.2
11.7,-1.7,292.7,-1.2,4.8,-6.6
12.1,0.1,292.5,-6,0.2,-46.2
7,-0.9,293.1,0.6,10,11.2
9,-0.8,292.7,0,-2.4,-26.4
9.4,-1.1,293.5,5,5.8,9.6
9.3,-0.5,294.4,0.2,-3.8,-6
8.8,-1,294.9,1,-5,13.6
10.5,-0.2,295.3,3.2,3.6,-8.2
9.5,0.3,294.3,-1.8,6,4.6
9.7,0.9,294.5,-2.2,-3.4,-12.8
8.1,0.6,294.2,0.6,1.8,-2
7.5,0.3,294.2,0.4,-7.6,-10
6,0,294.2,-1.6,12.6,-41
6.9,1.3,294.5,1.6,0.2,-8
5.3,1.3,294.6,-5.4,-3,-13.8
6.4,1.9,295,2.6,-2.4,20.2
5.3,2,295.1,4,-16.4,16.2
5,1.8,294.9,2,-0.8,1.6
7.1,2.5,293.7,2,-2,19.6
4.6,3.3,291.8,4.6,12.4,33.2
5.2,0.6,290.9,3.4,2,25
5.1,0.2,291.2,-5.4,-2.6,-25.4
4.9,-0.7,291.8,-1.8,-12.4,22.6
7.3,-0.4,293.1,-0.4,-1.4,-32
5.7,-0.5,294.1,-3.4,14.6,26.8
6,-0.3,294.5,2.6,1.6,-2.2
5.8,0.3,295,-2.4,5.2,15.2
4.1,0.8,295,1.6,-16,-0.6
4.4,1,294.3,2.6,17.4,0.2
5.7,1.3,294.2,-6.4,-24.8,9.6
5.9,1.6,293.9,2.8,-8.4,28.2
5.8,1.5,294,0.4,-7.8,32
6.9,2.5,293.7,-3.6,19.4,-4.4
8.3,3.7,293.3,2.8,-2.6,-15.2
6.2,3.1,294.2,3.4,15.6,3
6.9,3.1,294.9,3.4,2.2,-4.2
7.1,4.3,294,3.2,11,5.8
7.1,5.1,294,9.6,18.8,34.8
6.9,4.4,294,2.8,-7.8,-29.8
7.3,3.9,293.9,-2.4,-6,1.4
6.1,3.6,293.8,-4.2,0.2,-4.8
5.7,3.9,293.4,-0.2,-9.8,14
5.2,3.4,291.9,-3.8,15.6,-17.4
6.6,4.1,291.4,-2.6,-17.4,44
6.2,1.9,291.2,-7,-25.4,-32.8
4.4,0,292.2,4,1.2,40
4.9,0.1,293,-6.6,-13.4,10.4
5.1,0.7,293.3,0.8,-8.6,-7
2.9,0.6,293.8,-1,4.8,11.4
6.2,1.4,295.4,-2.8,-4,13.4
7.7,1.6,295.9,-1.2,-6.6,8.8
6.3,1,297,5,-19.6,-15
10.4,4,296.8,8.4,-3.4,18.2
3.6,2.6,295.5,-1.6,-29,-12.4
6.6,2.2,293.4,-1.4,-13.2,-2.6
6.7,3.7,292.5,-1.4,-17.6,34.4
7.5,3.7,293.1,-3.8,0,-67
1.1,2.3,294.8,11,-16.2,5.4
1.9,1,294.4,1.2,-19,25.6
2.8,1.9,294.2,-2.6,-6.4,-2.4
3.7,3,294.2,-1.2,1.2,-20
5,1.5,294,6.8,7.2,18.6
6.6,-1.2,292.9,7.2,4.6,-17
10.1,-1.9,292.3,-7.4,5,-16.8
11.3,-0.9,292.1,1.6,3.2,-14.8
9.5,-1.2,293,-2.4,-4.8,-15.4
10.2,-1.6,293.8,-3.8,-3.8,-8.2
8.4,-1.3,294.4,-1.4,5.2,4.2
8.7,-1.4,295.1,3.4,-4.2,-8.8
8.5,-0.5,294.7,0.8,3.8,16.4
10.1,-0.1,294.3,0,7.4,-19.4
11.4,0.1,294.2,-4,1.8,8.8
10.1,0.2,293.5,2.6,0.8,-11
9.5,0.7,293.9,-4.2,-6.4,-9.6
10.4,0.9,294.5,0.2,10.2,-13.8
11.1,1.3,294.1,1.2,2.6,3.8
9.8,1.3,294.4,-3,-9,-4.8
8.6,1.4,294,3.4,5.4,15.6
7.3,1.7,294.5,4.8,2.4,2.4
6.2,1.7,294.1,2,11,18.4
8,1.7,293.2,-0.4,-10.6,-4.8
9.3,1.8,292.4,-2.2,2.6,-24.4
6.7,1.3,292.3,-0.2,-2,25.8
6.1,0.5,292.6,0.2,4.2,41.8
9,0.7,292.7,3.8,6.2,27.6
7.3,-1.2,293.9,-2.6,-1.4,35.2
7.2,-0.7,294.1,-2.8,-11,-1
6.9,-1.1,294.1,-0.6,-3.6,21.8
8.4,-0.3,295.2,-6.2,-8.2,-24.2
9,0.4,295.7,-2.4,4.4,-18.2
10.3,0.5,296.5,2.2,-5.6,-38
6.8,1.1,297.3,-1,1,17
7.8,2.5,296.9,-3.8,-4.4,-22.2
6,2.5,296.4,-2.2,4.2,3.4
6.3,2.8,295.6,1.2,-0.6,-6.4
7.1,2.9,295,0.4,6.8,0
7.8,2.7,294.2,1.2,-9.2,-14.8
6.3,2.5,293.2,0.2,-5.8,13
6.1,2.5,292.4,0.8,0.8,7
5.8,1.6,291.9,1.2,-1.2,1
5.9,1,292.2,-3.4,-1.8,-3.4
6,0.5,292.5,2,0,-8.8
5.8,0.1,293,-4.8,-2.8,1.4
6,0.1,293.9,-3.4,-1.8,6
6,-1,294.8,4.2,-7.4,4.4
6.1,0.1,294.9,2.2,3.6,-9.2
5.3,0.2,295.2,1.2,7,9.2
5.5,0.6,294.9,3.2,3.2,-1.2
4.5,0.9,295,-3,-6.4,5.6
4,1,295.4,1.4,0,5.2
4.9,1.3,295.3,2.6,3.2,-1.8
3.6,1.4,295.2,1.8,-4.2,5.4
3.7,1.3,295.1,0.8,4.4,-0.4
2.3,1.6,295.3,0.4,-0.8,1.2
2.4,1.5,295.7,-3,-3.2,-3.2
1.2,1.8,295.9,-2.8,-9.8,0.4
2.4,1.9,295.9,-0.2,5.2,-7.8
1.3,1.9,296.1,1.8,-1.2,11
1.3,2.1,295.6,1,-4.6,-4.8
2.4,2.4,295.3,-0.2,2.2,-8
1.9,2.7,294.1,-1.8,-1,-0.4
1.5,2.6,293.2,0.6,-3.8,14.6
1.4,2.3,293.3,0.6,-1.2,15.2
2.9,2.2,293.1,0.4,-1.2,-13.4
2.9,1.6,292.8,1.2,1.6,-0.8
2.6,1.4,292.3,2.6,2.4,2
2.5,1,291.5,0.8,1.8,-3.2
2.5,0.6,292.6,-1.4,8,0.8
2.6,0.6,294.1,-5,-2.4,-16.4
2.3,-0.5,296.1,3,1.4,0.6
2.2,-0.5,297.3,1.2,-2.6,1
1.6,-0.2,299.3,-2,-5.2,11.8
1.2,0,301.7,-1,-0.8,13
1.3,0.1,302.6,-0.2,-1,-19
2.9,1.2,302.8,0.6,-3.4,6.2
1.9,2.1,302,1.8,6.6,-18.6
0.5,1.9,300,-0.2,-2.4,3.4
1.7,1.7,296.8,1,7.8,-17.8
0.8,1.9,292.9,-1.6,-6.2,9.8
1.5,2.2,289.8,-2.4,-8.6,19.8
1,1.4,288.9,1,-3.4,7.8
1.9,1.6,288.9,-0.8,1,-0.6
1.5,1.3,290.8,-0.4,-0.2,2
1.3,0.7,295.5,-1.4,-2.6,2.2
1.2,0.5,295.7,1.2,-5.4,1
0.8,0.6,293.4,1,2,1.2
1.1,1,291.6,-1.2,1.4,-1
1.3,0.9,292,-0.8,-0.8,-0.4
1.6,0.9,294.2,-1.2,-0.6,-1.4
1.4,0.4,296.6,-0.2,2,4.2
1.3,0.5,297.8,1.2,0.6,1
1.7,0.4,298.7,1.8,3.4,-1.2
2.2,0.4,297.4,0.6,0.2,1.2
2.6,0.7,295.9,-1.4,0.6,-0.2
3.3,0.9,296.8,-0.8,0.8,-2.2
3.4,0.7,298.4,-0.2,0,0.6
3.7,0.5,299.2,1.4,2,-0.2
4.2,0.6,297.8,-0.2,1.2,0
4.4,1,296.4,-1.2,0.4,-2.2
5.3,1.2,297.2,-0.6,0.8,-0.8
5.9,1.2,298.3,0.2,0.8,-0.4
6.1,0.9,298.7,0.4,1.4,-0.6
7,0.8,298.4,-0.8,0.4,-0.4
7.2,1,299.4,-0.2,0.2,-1.6
7.4,0.8,299.9,0.4,0,-1.6
7.3,0.8,300.1,-0.2,-1.2,-0.6
7.2,0.7,300.9,1,0.4,-1.2
7,0.5,300.3,1,-1,1
7.1,0.7,299.5,-0.6,1.4,-1.6
6.8,1.1,299.9,-0.2,-0.6,0.6
6.9,0.9,301.1,0.8,0,-1.4
6.7,0.6,301.1,0.8,-1,-0.8
6.6,0.8,299.2,-1,-0.4,-1.6
6.6,0.8,299.2,-1,-0.4,-1
6.8,1.3,299.4,-0.2,0.8,-0.4
6.8,1.3,301,-1,0.2,0.2
6.8,0.4,304.3,-0.8,-0.2,1.4
6.7,-0.4,309.4,-1,2,-0.4
6.8,-0.9,311.9,-0.2,0.2,-1
6.8,-0.8,311.8,0.4,-0.2,0.6
7.6,-0.3,313.2,-1,0.8,0.8
7.7,-0.5,314.4,-0.2,0.4,-2.8
7.7,-0.2,313.6,-0.6,-0.4,-1.2
7.6,0.2,313,-0.8,0,-0.4
7.5,0.4,312.7,0.4,-0.2,-1.8
7.5,0.2,311.5,1.4,0.2,-1
7.6,1.4,306.9,1.4,-1,-0.6
7.5,3.1,299.6,0.4,-1.8,-3
7.4,3.9,295.7,-0.2,1.2,0
7.7,4.4,294.7,-3.4,-2,1.6
8.2,4,296.4,-0.4,1,1.4
8.6,3.4,298.9,-1.2,-0.6,0.8
9.4,2.7,301.9,-0.8,0.4,-3.6
10,2.3,302.5,1.2,0.4,-0.2
10.7,2.5,301.3,0.8,3,1
11.1,2.8,300.9,0.6,-3,0
11.3,3,300.7,-0.4,0.8,3.6
11.6,3.1,299.9,0.8,0.8,-1.6
12.2,3.4,298.2,1.6,-1.6,-3.6
12,4.2,294.6,-1.6,1,0
11.8,4.3,293.3,-0.2,-0.8,-2.2
11.6,4.2,292.8,-0.4,0.4,-1.6
11.6,3.9,293.2,1.8,-2.2,-1.2
11.4,3.8,293,-0.2,-4,-2.2
11.6,3.3,292.4,4,3.2,1.6
12,4.2,288.9,1.6,0.2,-8.4
12.4,4.6,286.2,-0.4,0.4,0.6
13.6,5.1,283.2,-4.8,2.6,-2
13.7,4.6,282,-0.6,1.4,9.2
13.9,3.4,284,-4.6,-1,-1
13.8,1.9,287.5,-2,1.8,9.4
13.2,1.1,289.1,-0.8,-5,3.2
12.8,0.9,288.7,-0.6,-3,0.4
12.8,1.1,287,0.4,-0.6,2
12.7,1.3,286.2,0.4,2.8,-2.8
13.7,0.5,286.5,-2,-3.4,-6.8
13.5,-0.1,287.9,-3.8,1.4,5.6
13.2,-1.1,289.5,-1.8,-1.6,-8.8
13.5,-1.7,290.2,-0.8,-5.2,-4.8
12.8,-2.4,291.1,-3.4,-3.2,-2.6
12.6,-2.6,293.5,-6,3.2,-10.8
10.9,-2.9,296.6,-3.6,0.2,7.8
12.6,-2.9,299.8,-0.4,5.2,-10.2
12.3,-2.6,302,1.4,-6.8,4
12.1,-1.2,303.2,-3,-8,-13.2
12.7,0.7,303,1,2,-8
13,-0.5,302.7,-5,2,-66.8
13.3,1.8,303.5,-2.6,1.2,-35.6
15,2.5,302.3,6.4,31,-11.8
12.6,4.2,299.4,-5.2,4,-14.6
13.1,4.4,297.2,2.6,3.8,0
11.3,4.1,294.3,-1.8,-6.2,-3
11.1,3.3,293.2,4.2,5.6,3
11.8,3.3,291.5,-6.8,10,-11
12.6,3.2,291.6,-2,0.6,12.6
9.1,1.4,293,-3.2,-1.4,-2.6
10.2,1.4,295,-3,-4.8,6.8
10.1,1.1,293.9,2.8,-18,20
8.8,1.5,291.6,4.4,5.8,27.6
6.8,0.9,289.4,-3.6,-4.2,34.6
10.8,0.7,289.5,-4.4,5.4,-26.2
7.8,-1,290.8,1.4,18.2,-58.4
7,-1.3,291,3.2,-2.8,30.4
8.9,-2.7,293.7,0.8,22.2,-4.8
9.5,-2.6,296.9,-3,-16.4,46.8
11.4,-2.4,298.3,-4.6,2.4,2.4
9.1,-3.8,299.3,16.2,25.4,44.8
12.5,-1.2,298.8,2.8,1.6,-0.4
15.2,-0.4,299.4,-2.8,3.2,-28.6
12.8,0.4,299.8,-6.4,-5.2,8.8
12.4,0.6,300.1,-1.4,-19.2,-17.4
9.8,1.4,300.5,-4.2,-8.6,-15
10.1,1.8,300.9,4.2,-1.4,10.8
10.5,2,298.9,4.2,-1.6,-3.8
12.6,1.2,296.4,-4.6,-14.2,9.2
12.4,0.9,296.1,2,10.6,-10.2
11.6,0.3,296.7,5.8,21.8,-17.8
12,-1.2,297.3,6.2,10.8,22.4
14.6,-0.9,296.8,-8.4,1.6,-50.6
13.5,0.3,297.6,-11.4,2.4,21
13.7,1.4,297.9,0,13.8,21.2
13.3,0.9,296.8,4.4,2.6,22.8
15.2,1.8,295.2,3.8,0.8,0.2
13.6,0.9,294.6,2,-10,8.8
12.8,1.1,293.7,-4,-2.6,23
13.6,0.1,293.4,0.6,6.2,-5
10.2,-0.1,294.4,-5.2,4,23.8
10,-2,295.1,-4.2,8.2,9.2
9.7,-2.1,295.5,0.6,-2.8,18
12.2,-1.8,295.5,4,-1.4,-24.4
10.9,-2,295.6,-3.2,-9.2,-13.2
11,-2,296,-5.4,-2.6,-19.4
10.3,-0.8,296.6,3.6,3.6,-0.6
10.6,-0.1,295.9,3.8,9,-6.6
12,0.2,294.7,8.8,14.4,8.4
12.2,-1.1,294.2,-0.6,32.8,1.8
11.5,-1.5,294.3,-1.6,-2.4,-8
11.5,-1.7,294.7,-2,-10.2,-6.4
10.1,-1.8,295,-1,11,17
11.3,-1.7,297.3,-3.8,-0.2,-2
11.2,-1.8,298.4,4.8,16.4,-1
10.2,-1.4,298.9,-0.2,-13.8,-2
10.1,-0.8,299.3,-3.8,6.6,-4.8
11.2,-0.1,298.7,-3.2,-12.4,9.8
11.4,0.2,297,5.4,6.2,3.6
11.4,0.2,296.5,-5.6,-7,-14
9.5,0.4,296.7,-2.4,2.8,-2.2
8.4,1.2,296.7,1.6,7,-4.2
8.8,0.1,297.2,-2,6.8,4.8
10.1,0.7,297.3,0.2,-2.8,1
10.2,1,298.5,-0.4,6,2.6
9.8,1.1,299.2,-1.2,-0.2,-6.2
9.2,1.8,298.2,-0.2,-6.4,-3.2
10.1,2.3,297.1,-1.2,1.2,-0.4
11,2.7,296.6,-7.4,-10.4,-13.2
10.5,1.3,296.5,1.8,-14.8,9.6
9.9,1.5,296,-3.2,-0.4,-21
8.2,1.4,296.5,-3,-7.6,16.2
8.3,2.4,296.6,-0.8,10.4,-16.6
7.9,2.3,296.9,0.4,-2.8,9.2
8.4,1.9,296.4,2,1.6,-12
8,1.7,295.8,-2.4,8,5.4
8.4,0.5,296.3,-3.2,-8.6,-5.6
8,-0.6,297.3,3,-3.2,-1.8
8.5,-0.5,298.2,-6.2,-6.2,-15.2
7.6,-0.3,300,-0.8,-6.2,5.2
6.8,1.8,302.9,-1.2,3.8,-2.8
7.3,3,302,4.8,5.2,1.6
9.2,3.4,298.9,1.6,-10.6,-11
9,4.3,294.7,-3,4.8,-37.4
7.2,2.2,295.1,-15.8,-4.8,-79.2
7.8,2.2,296.5,-0.2,-34.4,6.8
